Date,Open,High,Low,Close,Volume,ticker
2019-01-02,36.750281492025124,37.68986030291286,36.593684420142715,37.469200134277344,148158800,AAPL
2019-01-03,34.16170203892372,34.574547927015324,33.69191438723821,33.736995697021484,365248800,AAPL
2019-01-04,34.29220667285654,35.24602123385648,34.11900273892931,35.17721176147461,234428400,AAPL
2019-01-07,35.281596415192155,35.312442278685964,34.61724819958452,35.098899841308594,219111200,AAPL
2019-01-08,35.48565323681881,36.021878993464554,35.238897140785376,35.768001556396484,164101200,AAPL
2019-01-09,35.89612398881753,36.66487039683081,35.50226350768915,36.375404357910156,180396400,AAPL
2019-01-10,36.183217066092084,36.53199984154206,35.79409933557466,36.49166488647461,143122800,AAPL
2019-01-11,36.27337496621485,36.46793199596804,35.94831676050969,36.133384704589844,108092800,AAPL
2019-01-14,35.79173964930465,35.89139138618135,35.40499315920053,35.59006118774414,129756800,AAPL
2019-01-15,35.65411777539392,36.39438975385984,35.601918738921825,36.31846618652344,114843600,AAPL
2019-01-16,36.32081796734262,36.98516602021982,36.30183618064263,36.76213455200195,122278800,AAPL
2019-01-17,36.58657033252364,37.40751573779752,36.363538775351834,36.98043441772461,119284800,AAPL
2019-01-18,37.369545970773025,37.459708573550046,37.00889918007144,37.20820617675781,135004000,AAPL
2019-01-22,37.110928234724035,37.186851783715795,36.211684376745275,36.37302780151367,121576000,AAPL
2019-01-23,36.57470054471934,36.80959613916495,35.99339721507011,36.5201301574707,92522400,AAPL
2019-01-24,36.56521442488471,36.65300204893597,36.00289284093378,36.23066711425781,101766000,AAPL
2019-01-25,36.890271619149736,37.51903133240946,36.61504465459194,37.43124008178711,134142000,AAPL
2019-01-28,36.96383036040819,37.09195658871479,36.45845402993215,37.0848388671875,104768400,AAPL
2019-01-29,37.07296560813992,37.51902868886723,36.56521441598711,36.70045471191406,166348800,AAPL
2019-01-30,38.73383245886544,39.42190521671021,38.01728520303353,39.20836639404297,244439200,AAPL
2019-01-31,39.41241268525057,40.098114016816574,39.04464819355946,39.4907112121582,162958400,AAPL
2019-02-01,39.61409500678469,40.09337168073329,39.369706696277575,39.50969696044922,130672400,AAPL
2019-02-04,39.72086140802062,40.72924595668123,39.690015545649196,40.63196563720703,125982000,AAPL
2019-02-05,41.01398071522067,41.54071383411568,40.89297582806122,41.327171325683594,144406400,AAPL
2019-02-06,41.43868068103189,41.6569695100412,41.01160297138825,41.34140396118164,112958400,AAPL
2019-02-07,40.904829885716296,41.27022309791329,40.41606043860214,40.55842208862305,126966800,AAPL
2019-02-08,40.26771540968325,40.665650250891964,40.131891443963546,40.6060791015625,95280000,AAPL
2019-02-11,40.75858597472105,40.79671238747757,40.32967292104731,40.372562408447266,83973600,AAPL
2019-02-12,40.532200544203434,40.74665516967043,40.436884549380984,40.72044372558594,89134000,AAPL
2019-02-13,40.83960316682641,41.09933254456883,40.48932446490647,40.55127716064453,89960800,AAPL
2019-02-14,40.43928339998026,40.80862164255103,40.36064904112932,40.699012756347656,87342800,AAPL
2019-02-15,40.80623995233979,40.91346730094003,40.44881303304922,40.608463287353516,98507200,AAPL
2019-02-19,40.43926905872988,40.85150027627003,40.38684617142033,40.72997283935547,75891200,AAPL
2019-02-20,40.791937772979175,41.29948509114437,40.7442815842349,40.992095947265625,104457600,AAPL
2019-02-21,40.93728002957469,41.073100311196576,40.57985326034545,40.760948181152344,68998800,AAPL
2019-02-22,40.884871894446135,41.223235588397145,40.837215701877646,41.216087341308594,75652800,AAPL
2019-02-25,41.499645058988676,41.90710967168657,41.44960369528727,41.51632308959961,87493600,AAPL
2019-02-26,41.39241441823523,41.771286013409664,41.26373871380323,41.5401496887207,68280800,AAPL
2019-02-27,41.273273603636405,41.69980140101289,41.158894387635335,41.6688232421875,111341600,AAPL
2019-02-28,41.537772157173244,41.67835919496109,41.20417154412631,41.258975982666016,112861600,AAPL
2019-03-01,41.52824051212283,41.735546954193026,41.19702505785762,41.692657470703125,103544800,AAPL
2019-03-04,41.86421734557429,42.35508298576963,41.45436758783305,41.90234375,109744800,AAPL
2019-03-05,41.92379696336586,41.93809345893184,41.59019631110894,41.82609939575195,78949600,AAPL
2019-03-06,41.621171381521776,41.81656650222476,41.44722463850816,41.58543014526367,83241600,AAPL
2019-03-07,41.43054036805001,41.56636432916655,40.98971605951243,41.10409164428711,99185600,AAPL
2019-03-08,40.58462987503848,41.239912445241174,40.389234781584264,41.201786041259766,95997600,AAPL
2019-03-11,41.81656828662146,42.68153896438816,41.78320858604554,42.62911605834961,128044000,AAPL
2019-03-12,42.891222911242956,43.52744228144765,42.74110246755472,43.108062744140625,129870400,AAPL
2019-03-13,43.42735903779865,43.67755854133484,43.11044015144397,43.29868698120117,124130000,AAPL
2019-03-14,43.82053724326323,43.86819707283481,43.50123674636694,43.780029296875,94318000,AAPL
2019-03-15,44.04691043760487,44.63785523657547,43.78241438212483,44.34952926635742,156171600,AAPL
2019-03-18,44.27328444822138,44.89044075986763,44.27089927495176,44.802276611328125,104879200,AAPL
2019-03-19,44.880899504425805,45.033401481377794,44.30186611779311,44.44721984863281,126585600,AAPL
2019-03-20,44.375729817383224,45.1525397614325,44.01830299972137,44.83562088012695,124140800,AAPL
2019-03-21,45.27884496121636,46.782420346635014,45.228803590706896,46.48694610595703,204136800,AAPL
2019-03-22,46.546512238552936,47.10648249507304,45.45993505954188,45.52427291870117,169630800,AAPL
2019-03-25,45.63387294895227,45.745866978541436,44.46389856952138,44.97382736206055,175381200,AAPL
2019-03-26,45.66962270436676,45.96033017793337,43.98256747013785,44.50917434692383,199202000,AAPL
2019-03-27,44.97621570071659,45.216881824139065,44.45199033761694,44.90949630737305,119393600,AAPL
2019-03-28,45.02387105568849,45.169224796190974,44.685507385455566,44.96906661987305,83121600,AAPL
2019-03-29,45.23355682812209,45.29312796597149,44.926167720696284,45.262149810791016,94256000,AAPL
2019-04-01,45.66485048096369,45.6743802630411,44.888044166010914,45.56953811645508,111448000,AAPL
2019-04-02,45.533803597504026,46.33682517645646,45.52427381326158,46.23197937011719,91062800,AAPL
2019-04-03,46.0485014625707,46.822926454826096,46.02467154689668,46.54890060424805,93087200,AAPL
2019-04-04,46.41545880854789,46.79194893860823,46.02229064603285,46.62991714477539,76457200,AAPL
2019-04-05,46.81100893546065,46.96589610699699,46.687099925418465,46.94206619262695,74106400,AAPL
2019-04-08,46.80386629170483,47.71173014450236,46.78480308511343,47.680755615234375,103526800,AAPL
2019-04-09,47.73317589155191,48.336035677504945,47.47344289751336,47.53778076171875,143072800,AAPL
2019-04-10,47.342384260292086,47.833253607870596,47.22324195607037,47.804656982421875,86781200,AAPL
2019-04-11,47.85945441527274,47.895195644215804,47.285187764028926,47.40671157836914,83603200,AAPL
2019-04-12,47.46627623560912,47.69026426888971,46.75380783911867,47.38764190673828,111042800,AAPL
2019-04-15,47.31855853470994,47.621181009035936,47.182734561059235,47.47344207763672,70146400,AAPL
2019-04-16,47.528251819139626,47.98337267920693,47.31379347996625,47.47821044921875,102785600,AAPL
2019-04-17,47.54730369870625,48.462319253167394,47.325700783597725,48.402748107910156,115627200,AAPL
2019-04-18,48.400370192581796,48.64580305696875,48.257401604087235,48.57670211791992,96783200,AAPL
2019-04-22,48.33126412020742,48.83404475360525,48.214503361460345,48.73634719848633,77758000,AAPL
2019-04-23,48.71251279943443,49.503619315451935,48.58622226846949,49.43928146362305,93292000,AAPL
2019-04-24,49.410689482360645,49.67756704213216,49.33682184606203,49.363033294677734,70162400,AAPL
2019-04-25,49.28439611749792,49.50599901366292,48.87692791895943,48.91505432128906,74172800,AAPL
2019-04-26,48.82450618641079,48.848336097417246,48.16207538289125,48.68153762817383,74596400,AAPL
2019-04-29,48.705367877898986,49.079476422813116,48.576695801391914,48.755409240722656,88818800,AAPL
2019-04-30,48.38607033097731,48.46708622241454,47.44484688744978,47.81657028198242,186139600,AAPL
2019-05-01,50.01117901340884,51.30506280144106,49.856291823259944,50.16368103027344,259309200,AAPL
2019-05-02,50.00163618282265,50.671215281428715,49.594171580722325,49.83721923828125,127985200,AAPL
2019-05-03,50.25184311826302,50.47821277895846,50.09457439721513,50.45676803588867,83569600,AAPL
2019-05-06,48.679157328406795,49.763352940920356,48.490914101974354,49.67757034301758,129772400,AAPL
2019-05-07,49.05803760722793,49.42499431382498,47.854699576559206,48.338417053222656,155054800,AAPL
2019-05-08,48.109665351644786,48.92936506074803,48.07392411151205,48.34794998168945,105358000,AAPL
2019-05-09,47.75223076687932,48.05723475366527,46.86104872008744,47.82848358154297,139634400,AAPL
2019-05-10,47.22330722271242,47.56536833430933,46.11101823277178,47.165897369384766,164834800,AAPL
2019-05-13,44.90065443085275,45.32403977104099,43.73813138927743,44.42464065551758,229722400,AAPL
2019-05-14,44.5896940858481,45.37666791392155,44.350491826259756,45.127899169921875,146118800,AAPL
2019-05-15,44.556206125860285,45.86703349261073,44.49640556068087,45.668495178222656,106178800,AAPL
2019-05-16,45.426903496365576,46.03926071716833,45.17095531817391,45.467567443847656,132125600,AAPL
2019-05-17,44.714074297471804,45.663707510433305,44.673410353458074,45.209224700927734,131516400,AAPL
2019-05-20,43.89840254691123,44.096940873230245,43.123385861635015,43.7955436706543,154449200,AAPL
2019-05-21,44.30503920599439,44.970021141517655,44.18065301915265,44.63513946533203,113459200,AAPL
2019-05-22,44.17109119736444,44.422254305979834,43.66637427145734,43.72138977050781,118994400,AAPL
2019-05-23,43.008562935243226,43.18557025463366,42.53254916971738,42.975074768066406,146118800,AAPL
2019-05-24,43.10423814743245,43.56829102566304,42.72629821206873,42.810020446777344,94858800,AAPL
2019-05-28,42.79806481034798,43.197532117519515,42.55647185928589,42.63301467895508,111792800,AAPL
2019-05-29,42.200047987456955,42.90091226999758,42.099583510254305,42.429683685302734,113924800,AAPL
2019-05-30,42.56603514665155,42.87221370220988,42.259856591093225,42.649757385253906,84873600,AAPL
2019-05-31,42.1546157237426,42.57561406192938,41.85800723995142,41.87714385986328,108174400,AAPL
2019-06-03,42.00392038007167,42.558867752574955,40.72897183362754,41.45375442504883,161584400,AAPL
2019-06-04,41.96563498785348,43.01573251076257,41.74556939956014,42.97028350830078,123872000,AAPL
2019-06-05,44.080180266448075,44.25001543111583,43.32908551905767,43.66396713256836,119093600,AAPL
2019-06-06,43.79314204238784,44.36483519131341,43.570682084053516,44.30503463745117,90105200,AAPL
2019-06-07,44.613602808905426,45.90768763912735,44.4365955097193,45.48429870605469,122737600,AAPL
2019-06-10,45.88138027302039,46.732939648630975,45.83593126422042,46.06556701660156,104883600,AAPL
2019-06-11,46.61094078992602,46.88363115164734,46.30954733221378,46.59897994995117,107731600,AAPL
2019-06-12,46.39326993216043,46.87645943951271,46.25931727268128,46.450679779052734,73012800,AAPL
2019-06-13,46.57267065219424,47.072602406865755,46.30955040496847,46.44110870361328,86698400,AAPL
2019-06-14,45.81918484080178,46.307155751593456,45.52018207317705,46.10383605957031,75046000,AAPL
2019-06-17,46.142102390137104,46.6348619824245,45.96748580812443,46.37891387939453,58676400,AAPL
